uri,rdf_type,rdf_type_name,name,synonyms,code,production_year,description,species,species_name,variety,variety_name,accession,accession_name,institute,website,CodeTRUEL-VASSAL,CodeVIVC,CodeGO2,Pere,NumAgrementOfficiel,Mere
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl505",vocabulary:Accession,Accession,"CARIGNAN N Cl505",,505,,GO2-113501811,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.carignan_n","CARIGNAN N",,,,,,,113501811,,505,
"http://sinfonia.vignevin.com/id/germplasm/accession.carla_n_cl972",vocabulary:Accession,Accession,"CARLA N Cl972",,972,,GO2-74800011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.carla_n","CARLA N",,,,,,,74800011,,972,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p259_a04",vocabulary:Variety,Variété,3565-P259-A04,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/variety.gamaret_noir_n",vocabulary:Variety,Variété,"GAMARET NOIR N",,2966,,GO2-4002,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/gamaret",2966,,4002,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.rsb1",vocabulary:Variety,Variété,RSB1,,9181,,GO2-9982,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,"https://plantgrape.plantnet-project.org/fr/porte-greffe/Ress%C3%A9guier%20S%C3%A9lection%20Birolleau%201",,,,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.clairette_b_cl209",vocabulary:Accession,Accession,"CLAIRETTE B Cl209",,209,,GO2-118102561,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.clairette_b","CLAIRETTE B",,,,,,,118102561,,209,
"http://sinfonia.vignevin.com/id/germplasm/accession.folle_blanche_b_cl281",vocabulary:Accession,Accession,"FOLLE BLANCHE B Cl281",,281,,GO2-120100631,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.folle_blanche_b","FOLLE BLANCHE B",,,,,,,120100631,,281,
"http://sinfonia.vignevin.com/id/germplasm/accession.velteliner_rouge_precoce_rs_cl962",vocabulary:Accession,Accession,"VELTELINER ROUGE PRECOCE RS Cl962",,962,,GO2-246500091,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.velteliner_rouge_precoce_rs","VELTELINER ROUGE PRECOCE RS",,,,,,,246500091,,962,
"http://sinfonia.vignevin.com/id/germplasm/accession.merlot_n_cl349",vocabulary:Accession,Accession,"MERLOT N Cl349",,349,,GO2-137301321,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.merlot_n","MERLOT N",,,,,,,137301321,,349,
"http://sinfonia.vignevin.com/id/germplasm/accession.ekigaina_n_cl981",vocabulary:Accession,Accession,"EKIGAINA N Cl981",,981,,GO2-214400011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.ekigaina_n","EKIGAINA N",,,,,,,214400011,,981,
"http://sinfonia.vignevin.com/id/germplasm/accession.verdelho_b_cl6005",vocabulary:Accession,Accession,"VERDELHO B Cl6005",,6005,,GO2-246700101,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.verdelho_b","VERDELHO B",,,,,,,246700101,,6005,
"http://sinfonia.vignevin.com/id/germplasm/accession.cinsaut_n_cl254",vocabulary:Accession,Accession,"CINSAUT N Cl254",,254,,GO2-117109181,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cinsaut_n","CINSAUT N",,,,,,,117109181,,254,
"http://sinfonia.vignevin.com/id/germplasm/accession.meunier_n_cl977",vocabulary:Accession,Accession,"MEUNIER N Cl977",,977,,GO2-139101151,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.meunier_n","MEUNIER N",,,,,,,139101151,,977,
"http://sinfonia.vignevin.com/id/germplasm/variety.muscat_d'alexandrie_b",vocabulary:Variety,Variété,"MUSCAT D'ALEXANDRIE B",,308,,GO2-731,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/Muscat%20d%27Alexandrie",308,,731,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.jaoumet_b",vocabulary:Variety,Variété,"JAOUMET B",,651,,GO2-715,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,,651,,715,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.camaralet_blanc_cl1023",vocabulary:Accession,Accession,"CAMARALET BLANC Cl1023",,1023,,GO2-208800051,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.camaralet_blanc","CAMARALET BLANC",,,,,,,208800051,,1023,
"http://sinfonia.vignevin.com/id/germplasm/accession.cualtacciu_cl1314",vocabulary:Accession,Accession,"CUALTACCIU Cl1314",,1314,,GO2-271800131,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cualtacciu",CUALTACCIU,,,,,,,271800131,,1314,
"http://sinfonia.vignevin.com/id/germplasm/variety.alvarinho_b",vocabulary:Variety,Variété,"ALVARINHO B",,55,,GO2-3037,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/alvarinho",55,,3037,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.cinsaut_n_cl258",vocabulary:Accession,Accession,"CINSAUT N Cl258",,258,,GO2-117109221,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cinsaut_n","CINSAUT N",,,,,,,117109221,,258,
"http://sinfonia.vignevin.com/id/germplasm/accession.counoise_n_cl725",vocabulary:Accession,Accession,"COUNOISE N Cl725",,725,,GO2-119300141,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.counoise_n","COUNOISE N",,,,,,,119300141,,725,
"http://sinfonia.vignevin.com/id/germplasm/variety.monbadon_b",vocabulary:Variety,Variété,"MONBADON B",,76,,GO2-2176,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/monbadon",76,,2176,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.saperavi_n",vocabulary:Variety,Variété,"SAPERAVI N",,1734,,GO2-3051,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/saperavi",1734,,3051,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.34_em",vocabulary:Variety,Variété,"34 EM",,9055,,GO2-9927,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,"https://plantgrape.plantnet-project.org/fr/porte-greffe/34%20Ecole%20de%20Montpellier",9055,,9927,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.nemadex_ab_cl1163",vocabulary:Accession,Accession,"NEMADEX AB Cl1163",,1163,,GO2-993500011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique","http://sinfonia.vignevin.com/id/germplasm/variety.nemadex_ab","NEMADEX AB",,,,,,,993500011,,1163,
"http://sinfonia.vignevin.com/id/germplasm/variety.alphonse_lavallee_n",vocabulary:Variety,Variété,"ALPHONSE LAVALLEE N",,627,,GO2-703,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/Alphonse%20Lavallée",627,,703,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.mireille_b",vocabulary:Variety,Variété,"MIREILLE B",,2713,,GO2-727,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/mireille",2713,,727,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.granita_n_cl1228",vocabulary:Accession,Accession,"GRANITA N Cl1228",,1228,,GO2-5500012,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.granita_n","GRANITA N",,,,,,,5500012,,1228,
"http://sinfonia.vignevin.com/id/germplasm/accession.admirable_de_courtiller_b_cl1308",vocabulary:Accession,Accession,"ADMIRABLE DE COURTILLER B Cl1308",,1308,,GO2-70100041,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.admirable_de_courtiller_b","ADMIRABLE DE COURTILLER B",,,,,,,70100041,,1308,
"http://sinfonia.vignevin.com/id/germplasm/accession.alicante_henri_bouschet_n_cl540",vocabulary:Accession,Accession,"ALICANTE HENRI BOUSCHET N Cl540",,540,,GO2-102002001,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.alicante_henri_bouschet_n","ALICANTE HENRI BOUSCHET N",,,,,,,102002001,,540,
"http://sinfonia.vignevin.com/id/germplasm/accession.aladin_n_cl5001",vocabulary:Accession,Accession,"ALADIN N Cl5001",,5001,,GO2-100012,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique","http://sinfonia.vignevin.com/id/germplasm/variety.aladin_n","ALADIN N",,,,,,,100012,,5001,
"http://sinfonia.vignevin.com/id/germplasm/accession.negrette_n_cl663",vocabulary:Accession,Accession,"NEGRETTE N Cl663",,663,,GO2-146100201,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.negrette_n","NEGRETTE N",,,,,,,146100201,,663,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p257_f05",vocabulary:Variety,Variété,3565-P257-F05,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/accession.tourbat_b_cl911",vocabulary:Accession,Accession,"TOURBAT B Cl911",,911,,GO2-133501121,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.tourbat_b","TOURBAT B",,,,,,,133501121,,911,
"http://sinfonia.vignevin.com/id/germplasm/variety.3563_p245_b04",vocabulary:Variety,Variété,3563-P245-B04,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,3408-F10-PL2,,"VERMENTINO B"
"http://sinfonia.vignevin.com/id/germplasm/accession.mondeuse_n_cl1326",vocabulary:Accession,Accession,"MONDEUSE N Cl1326",,1326,,GO2-141500531,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.mondeuse_n","MONDEUSE N",,,,,,,141500531,,1326,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p259_a08",vocabulary:Variety,Variété,3565-P259-A08,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/accession.34_em_cl1032",vocabulary:Accession,Accession,"34 EM Cl1032",,1032,,GO2-992700011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique","http://sinfonia.vignevin.com/id/germplasm/variety.34_em","34 EM",,,,,,,992700011,,1032,
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl90",vocabulary:Accession,Accession,"CARIGNAN N Cl90",,90,,GO2-113501051,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.carignan_n","CARIGNAN N",,,,,,,113501051,,90,
"http://sinfonia.vignevin.com/id/germplasm/accession.macabeu_b_cl706",vocabulary:Accession,Accession,"MACABEU B Cl706",,706,,GO2-131101071,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.macabeu_b","MACABEU B",,,,,,,131101071,,706,
"http://sinfonia.vignevin.com/id/germplasm/accession.melon_rouge_rg_cl1292",vocabulary:Accession,Accession,"MELON ROUGE RG Cl1292",,1292,,GO2-144200021,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.melon_rouge_rg","MELON ROUGE RG",,,,,,,144200021,,1292,
"http://sinfonia.vignevin.com/id/germplasm/accession.roussanne_b_cl1040",vocabulary:Accession,Accession,"ROUSSANNE B Cl1040",,1040,,GO2-241501001,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.roussanne_b","ROUSSANNE B",,,,,,,241501001,,1040,
"http://sinfonia.vignevin.com/id/germplasm/variety.3563_p244_c10",vocabulary:Variety,Variété,3563-P244-C10,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,3408-F10-PL2,,"VERMENTINO B"
"http://sinfonia.vignevin.com/id/germplasm/accession.pinot_noir_n_cl743",vocabulary:Accession,Accession,"PINOT NOIR N Cl743",,743,,GO2-151106241,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.pinot_noir_n","PINOT NOIR N",,,,,,,151106241,,743,
"http://sinfonia.vignevin.com/id/germplasm/accession.chenin_b_cl1018",vocabulary:Accession,Accession,"CHENIN B Cl1018",,1018,,GO2-116102531,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.chenin_b","CHENIN B",,,,,,,116102531,,1018,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p260_a05",vocabulary:Variety,Variété,3565-P260-A05,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/accession.nielluccio_n_cl904",vocabulary:Accession,Accession,"NIELLUCCIO N Cl904",,904,,GO2-232301761,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.nielluccio_n","NIELLUCCIO N",,,,,,,232301761,,904,
"http://sinfonia.vignevin.com/id/germplasm/accession.meunier_n_cl791",vocabulary:Accession,Accession,"MEUNIER N Cl791",,791,,GO2-139101031,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.meunier_n","MEUNIER N",,,,,,,139101031,,791,
"http://sinfonia.vignevin.com/id/germplasm/accession.gewurztraminer_rs_cl48",vocabulary:Accession,Accession,"GEWURZTRAMINER RS Cl48",,48,,GO2-157500061,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.gewurztraminer_rs","GEWURZTRAMINER RS",,,,,,,157500061,,48,
"http://sinfonia.vignevin.com/id/germplasm/accession.piquepoul_noir_n_cl294",vocabulary:Accession,Accession,"PIQUEPOUL NOIR N Cl294",,294,,GO2-152700071,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.piquepoul_noir_n","PIQUEPOUL NOIR N",,,,,,,152700071,,294,
"http://sinfonia.vignevin.com/id/germplasm/variety.sulima_b",vocabulary:Variety,Variété,"SULIMA B",,6590,,GO2-772,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/sulima",6590,,772,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.grenache_n_cl1270",vocabulary:Accession,Accession,"GRENACHE N Cl1270",,1270,,GO2-125505911,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.grenache_n","GRENACHE N",,,,,,,125505911,,1270,
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl125",vocabulary:Accession,Accession,"CHARDONNAY B Cl125",,125,,GO2-114103562,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.chardonnay_b","CHARDONNAY B",,,,,,,114103562,,125,
"http://sinfonia.vignevin.com/id/germplasm/variety.col_2733l",vocabulary:Variety,Variété,Col-2733L,,6894,,"ExpeResDur,GO2-4048","http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,6894,,4048,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl63",vocabulary:Accession,Accession,"CARIGNAN N Cl63",,63,,GO2-113500931,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.carignan_n","CARIGNAN N",,,,,,,113500931,,63,
"http://sinfonia.vignevin.com/id/germplasm/variety.3564_p241_d03",vocabulary:Variety,Variété,3564-P241-D03,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,3421-F02-PL5,,"VERMENTINO B"
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl210",vocabulary:Accession,Accession,"CABERNET FRANC N Cl210",,210,,GO2-110100551,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cabernet_franc_n","CABERNET FRANC N",,,,,,,110100551,,210,
"http://sinfonia.vignevin.com/id/germplasm/variety.chatus_n",vocabulary:Variety,Variété,"CHATUS N",,129,,GO2-2121,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/chatus",129,,2121,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p257_f01",vocabulary:Variety,Variété,3565-P257-F01,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/variety.col_0530p",vocabulary:Variety,Variété,Col-0530P,,NA,,0530P,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,INRA-Colmar,,,,,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p259_e05",vocabulary:Variety,Variété,3565-P259-E05,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/accession.alvina_n_cl968",vocabulary:Accession,Accession,"ALVINA N Cl968",,968,,GO2-74600011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.alvina_n","ALVINA N",,,,,,,74600011,,968,
"http://sinfonia.vignevin.com/id/germplasm/accession.monerac_n_cl536",vocabulary:Accession,Accession,"MONERAC N Cl536",,536,,GO2-144300011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.monerac_n","MONERAC N",,,,,,,144300011,,536,
"http://sinfonia.vignevin.com/id/germplasm/accession.420_a_mgt_cl758",vocabulary:Accession,Accession,"420 A MGT Cl758",,758,,GO2-991000071,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique","http://sinfonia.vignevin.com/id/germplasm/variety.420a_mgt","420 A MGT",,,,,,,991000071,,758,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p260_d03",vocabulary:Variety,Variété,3565-P260-D03,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/accession.mollard_n_cl993",vocabulary:Accession,Accession,"MOLLARD N Cl993",,993,,GO2-229100031,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.mollard_n","MOLLARD N",,,,,,,229100031,,993,
"http://sinfonia.vignevin.com/id/germplasm/variety.romorantin_b",vocabulary:Variety,Variété,"ROMORANTIN B",,304,,GO2-2411,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/romorantin",304,,2411,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.arrufiac_b_cl652",vocabulary:Accession,Accession,"ARRUFIAC B Cl652",,652,,GO2-201500061,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.arrufiac_b","ARRUFIAC B",,,,,,,201500061,,652,
"http://sinfonia.vignevin.com/id/germplasm/accession.muscat_a_petits_grains_blancs_b_cl579",vocabulary:Accession,Accession,"MUSCAT A PETITS GRAINS BLANCS B Cl579",,579,,GO2-145307621,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.muscat_a_petits_grains_blancs_b","MUSCAT A PETITS GRAINS BLANCS B",,,,,,,145307621,,579,
"http://sinfonia.vignevin.com/id/germplasm/accession.fer_n_cl557",vocabulary:Accession,Accession,"FER N Cl557",,557,,GO2-216500251,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.fer_n","FER N",,,,,,,216500251,,557,
"http://sinfonia.vignevin.com/id/germplasm/variety.col_2190l",vocabulary:Variety,Variété,Col-2190L,,6877,,"ExpeResDur,GO2-4028","http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,6877,,4028,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.syrah_n_cl1141",vocabulary:Accession,Accession,"SYRAH N Cl1141",,1141,,GO2-159103551,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.syrah_n","SYRAH N",,,,,,,159103551,,1141,
"http://sinfonia.vignevin.com/id/germplasm/accession.viognier_b_cl642",vocabulary:Accession,Accession,"VIOGNIER B Cl642",,642,,GO2-165100791,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.viognier_b","VIOGNIER B",,,,,,,165100791,,642,
"http://sinfonia.vignevin.com/id/germplasm/accession.tibouren_n_cl1063",vocabulary:Accession,Accession,"TIBOUREN N Cl1063",,1063,,GO2-162300571,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.tibouren_n","TIBOUREN N",,,,,,,162300571,,1063,
"http://sinfonia.vignevin.com/id/germplasm/variety.feunate_n",vocabulary:Variety,Variété,"FEUNATE N",,143,,GO2-2167,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/feunate",143,,2167,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.riesling_b_cl1097",vocabulary:Accession,Accession,"RIESLING B Cl1097",,1097,,GO2-240300181,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.riesling_b","RIESLING B",,,,,,,240300181,,1097,
"http://sinfonia.vignevin.com/id/germplasm/accession.serna_inta_rs_cl1139",vocabulary:Accession,Accession,"SERNA INTA Rs Cl1139",,1139,,GO2-95400011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.serna_inta_rs","SERNA INTA Rs",,,,,,,95400011,,1139,
