uri,rdf_type,rdf_type_name,name,synonyms,code,production_year,description,species,species_name,variety,variety_name,accession,accession_name,institute,website,CodeTRUEL-VASSAL,CodeVIVC,CodeGO2,Pere,NumAgrementOfficiel,Mere
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl891",vocabulary:Accession,Accession,"CHASSELAS B (table) Cl891",,891,,GO2-76302401,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.chasselas_b_table","CHASSELAS B (table)",,,,,,,76302401,,891,
"http://sinfonia.vignevin.com/id/germplasm/accession.vermentino_b_cl766",vocabulary:Accession,Accession,"VERMENTINO B Cl766",,766,,GO2-247500071,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.vermentino_b","VERMENTINO B",,,,,,,247500071,,766,
"http://sinfonia.vignevin.com/id/germplasm/accession.grolleau_n_cl366",vocabulary:Accession,Accession,"GROLLEAU N Cl366",,366,,GO2-126100312,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.grolleau_n","GROLLEAU N",,,,,,,126100312,,366,
"http://sinfonia.vignevin.com/id/germplasm/accession.courbu_b_cl812",vocabulary:Accession,Accession,"COURBU B Cl812",,812,,GO2-214100131,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.courbu_b","COURBU B",,,,,,,214100131,,812,
"http://sinfonia.vignevin.com/id/germplasm/accession.cardinal_rg_cl80",vocabulary:Accession,Accession,"CARDINAL RG Cl80",,80,,GO2-70700111,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cardinal_rg","CARDINAL RG",,,,,,,70700111,,80,
"http://sinfonia.vignevin.com/id/germplasm/accession.negrette_n_cl580",vocabulary:Accession,Accession,"NEGRETTE N Cl580",,580,,GO2-146100221,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.negrette_n","NEGRETTE N",,,,,,,146100221,,580,
"http://sinfonia.vignevin.com/id/germplasm/accession.gamay_n_cl283",vocabulary:Accession,Accession,"GAMAY N Cl283",,283,,GO2-122100841,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.gamay_n","GAMAY N",,,,,,,122100841,,283,
"http://sinfonia.vignevin.com/id/germplasm/variety.muscadelle_b",vocabulary:Variety,Variété,"MUSCADELLE B",,333,,GO2-1431,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/muscadelle",333,,1431,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.perdea_b",vocabulary:Variety,Variété,"PERDEA B",,2751,,GO2-1693,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/perdea",2751,,1693,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p260_f05",vocabulary:Variety,Variété,3565-P260-F05,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/accession.mourvedre_n_cl448",vocabulary:Accession,Accession,"MOURVEDRE N Cl448",,448,,GO2-230500501,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.mourvedre_n","MOURVEDRE N",,,,,,,230500501,,448,
"http://sinfonia.vignevin.com/id/germplasm/accession.poulsard_n_cl584",vocabulary:Accession,Accession,"POULSARD N Cl584",,584,,GO2-155300081,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.poulsard_n","POULSARD N",,,,,,,155300081,,584,
"http://sinfonia.vignevin.com/id/germplasm/accession.pagadebiti_b_cl868",vocabulary:Accession,Accession,"PAGADEBITI B Cl868",,868,,GO2-233700141,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.pagadebiti_b","PAGADEBITI B",,,,,,,233700141,,868,
"http://sinfonia.vignevin.com/id/germplasm/accession.cot_n_cl419",vocabulary:Accession,Accession,"COT N Cl419",,419,,GO2-132100101,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cot_n","COT N",,,,,,,132100101,,419,
"http://sinfonia.vignevin.com/id/germplasm/accession.muscat_a_petits_grains_blancs_b_cl452",vocabulary:Accession,Accession,"MUSCAT A PETITS GRAINS BLANCS B Cl452",,452,,GO2-145307741,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.muscat_a_petits_grains_blancs_b","MUSCAT A PETITS GRAINS BLANCS B",,,,,,,145307741,,452,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p262_a02",vocabulary:Variety,Variété,3565-P262-A02,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/accession.gros_manseng_blanc_b_cl662",vocabulary:Accession,Accession,"GROS MANSENG BLANC B Cl662",,662,,GO2-166300093,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.gros_manseng_blanc_b","GROS MANSENG BLANC B",,,,,,,166300093,,662,
"http://sinfonia.vignevin.com/id/germplasm/accession.sauvignon_b_cl376",vocabulary:Accession,Accession,"SAUVIGNON B Cl376",,376,,GO2-156100541,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.sauvignon_b","SAUVIGNON B",,,,,,,156100541,,376,
"http://sinfonia.vignevin.com/id/germplasm/variety.jurancon_noir_n",vocabulary:Variety,Variété,"JURANCON NOIR N",,370,,GO2-1301,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/jurancon",370,,1301,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.3563_p245_c09",vocabulary:Variety,Variété,3563-P245-C09,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,3408-F10-PL2,,"VERMENTINO B"
"http://sinfonia.vignevin.com/id/germplasm/variety.poulsard_n",vocabulary:Variety,Variété,"POULSARD N",,252,,GO2-1553,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/poulsard",252,,1553,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.syrah_n_cl301",vocabulary:Accession,Accession,"SYRAH N Cl301",,301,,GO2-159100361,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.syrah_n","SYRAH N",,,,,,,159100361,,301,
"http://sinfonia.vignevin.com/id/germplasm/accession.gramon_n_cl535",vocabulary:Accession,Accession,"GRAMON N Cl535",,535,,GO2-124700011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.gramon_n","GRAMON N",,,,,,,124700011,,535,
"http://sinfonia.vignevin.com/id/germplasm/variety.chasselas_b_cuve",vocabulary:Variety,Variété,"CHASSELAS B (cuve)",,585,,GO2-1151,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/chasselas",585,,1151,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.autumn_royal_n",vocabulary:Variety,Variété,"AUTUMN ROYAL N",,3776,,GO2-720,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/Autumn%20Royal",3776,,720,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl415",vocabulary:Accession,Accession,"CHARDONNAY B Cl415",,415,,GO2-114101901,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.chardonnay_b","CHARDONNAY B",,,,,,,114101901,,415,
"http://sinfonia.vignevin.com/id/germplasm/variety.col_2728l",vocabulary:Variety,Variété,Col-2728L,,,,ExpeResDur,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.syrah_n_cl524",vocabulary:Accession,Accession,"SYRAH N Cl524",,524,,GO2-159100301,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.syrah_n","SYRAH N",,,,,,,159100301,,524,
"http://sinfonia.vignevin.com/id/germplasm/variety.aladin_n",vocabulary:Variety,Variété,"ALADIN N",,6588,,GO2-1,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/aladin",6588,,1,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.aligote_b_cl936",vocabulary:Accession,Accession,"ALIGOTE B Cl936",,936,,GO2-103100751,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.aligote_b","ALIGOTE B",,,,,,,103100751,,936,
"http://sinfonia.vignevin.com/id/germplasm/variety.col_1049p",vocabulary:Variety,Variété,Col-1049P,,NA,,1049P,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,INRA-Colmar,,,,,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.fiano_b_cl1315",vocabulary:Accession,Accession,"FIANO B Cl1315",,1315,,GO2-307900031,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.fiano_b","FIANO B",,,,,,,307900031,,1315,
"http://sinfonia.vignevin.com/id/germplasm/accession.sciaccarello_n_cl1275",vocabulary:Accession,Accession,"SCIACCARELLO N Cl1275",,1275,,GO2-243101741,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.sciaccarello_n","SCIACCARELLO N",,,,,,,243101741,,1275,
"http://sinfonia.vignevin.com/id/germplasm/variety.marsanne_b",vocabulary:Variety,Variété,"MARSANNE B",,148,,GO2-1341,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/marsanne",148,,1341,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.jacquere_b_cl569",vocabulary:Accession,Accession,"JACQUERE B Cl569",,569,,GO2-127100061,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.jacquere_b","JACQUERE B",,,,,,,127100061,,569,
"http://sinfonia.vignevin.com/id/germplasm/accession.villard_blanc_b_cl1304",vocabulary:Accession,Accession,"VILLARD BLANC B Cl1304",,1304,,GO2-804300051,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique","http://sinfonia.vignevin.com/id/germplasm/variety.villard_blanc_b","VILLARD BLANC B",,,,,,,804300051,,1304,
"http://sinfonia.vignevin.com/id/germplasm/accession.rose_du_var_rs_cl1264",vocabulary:Accession,Accession,"ROSE DU VAR RS Cl1264",,1264,,GO2-241900191,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.rose_du_var_rs","ROSE DU VAR RS",,,,,,,241900191,,1264,
"http://sinfonia.vignevin.com/id/germplasm/accession.vintaghju_cl1338",vocabulary:Accession,Accession,"VINTAGHJU Cl1338",,1338,,GO2-306400151,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.vintaghju",VINTAGHJU,,,,,,,306400151,,1338,
"http://sinfonia.vignevin.com/id/germplasm/variety.col_1321n",vocabulary:Variety,Variété,Col-1321N,,,,1321N,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,INRA-Colmar,,,,,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.arriloba_b_cl762",vocabulary:Accession,Accession,"ARRILOBA B Cl762",,762,,GO2-170100011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.arriloba_b","ARRILOBA B",,,,,,,170100011,,762,
"http://sinfonia.vignevin.com/id/germplasm/variety.col_3727k",vocabulary:Variety,Variété,Col-3727K,,,,ExpeResDur,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.3567_p251_d04",vocabulary:Variety,Variété,3567-P251-D04,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,3408-F10-PL2,,"CINSAUT N"
"http://sinfonia.vignevin.com/id/germplasm/accession.aligote_b_cl935",vocabulary:Accession,Accession,"ALIGOTE B Cl935",,935,,GO2-103100561,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.aligote_b","ALIGOTE B",,,,,,,103100561,,935,
"http://sinfonia.vignevin.com/id/germplasm/accession.brustianu_b_cl1310",vocabulary:Accession,Accession,"BRUSTIANU B Cl1310",,1310,,GO2-250900000,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.brustianu_b",,,,,,,,250900000,,1310,
"http://sinfonia.vignevin.com/id/germplasm/accession.roussanne_b_cl468",vocabulary:Accession,Accession,"ROUSSANNE B Cl468",,468,,GO2-241500091,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.roussanne_b","ROUSSANNE B",,,,,,,241500091,,468,
"http://sinfonia.vignevin.com/id/germplasm/variety.madeleine_royale_b",vocabulary:Variety,Variété,"MADELEINE ROYALE B",,653,,GO2-710,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,,653,,710,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.teoulier_n_cl1200",vocabulary:Accession,Accession,"TEOULIER N Cl1200",,1200,,GO2-244300011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.teoulier_n","TEOULIER N",,,,,,,244300011,,1200,
"http://sinfonia.vignevin.com/id/germplasm/accession.cot_n_cl42",vocabulary:Accession,Accession,"COT N Cl42",,42,,GO2-132100541,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cot_n","COT N",,,,,,,132100541,,42,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p258_f06",vocabulary:Variety,Variété,3565-P258-F06,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/variety.rupestris_du_lot",vocabulary:Variety,Variété,"RUPESTRIS DU LOT",,9008,,GO2-9901,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_rupestris","Vitis rupestris",,,,,,"https://plantgrape.plantnet-project.org/fr/porte-greffe/Rupestris%20du%20Lot",9008,,9901,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.cinsaut_n_cl321",vocabulary:Accession,Accession,"CINSAUT N Cl321",,321,,GO2-117109271,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cinsaut_n","CINSAUT N",,,,,,,117109271,,321,
"http://sinfonia.vignevin.com/id/germplasm/accession.syrah_n_cl747",vocabulary:Accession,Accession,"SYRAH N Cl747",,747,,GO2-159102641,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.syrah_n","SYRAH N",,,,,,,159102641,,747,
"http://sinfonia.vignevin.com/id/germplasm/accession.mollard_n_cl996",vocabulary:Accession,Accession,"MOLLARD N Cl996",,996,,GO2-229100951,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.mollard_n","MOLLARD N",,,,,,,229100951,,996,
"http://sinfonia.vignevin.com/id/germplasm/accession.lauzet_b_cl732",vocabulary:Accession,Accession,"LAUZET B Cl732",,732,,GO2-225300181,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.lauzet_b","LAUZET B",,,,,,,225300181,,732,
"http://sinfonia.vignevin.com/id/germplasm/accession.petit_verdot_n_cl1273",vocabulary:Accession,Accession,"PETIT VERDOT N Cl1273",,1273,,GO2-167300411,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.petit_verdot_n","PETIT VERDOT N",,,,,,,167300411,,1273,
"http://sinfonia.vignevin.com/id/germplasm/variety.3565_p261_e09",vocabulary:Variety,Variété,3565-P261-E09,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"CINSAUT N",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/accession.cesar_n_cl1102",vocabulary:Accession,Accession,"CESAR N Cl1102",,1102,,GO2-211100142,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cesar_n","CESAR N",,,,,,,211100142,,1102,
"http://sinfonia.vignevin.com/id/germplasm/accession.roussanne_b_cl467",vocabulary:Accession,Accession,"ROUSSANNE B Cl467",,467,,GO2-241500071,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.roussanne_b","ROUSSANNE B",,,,,,,241500071,,467,
"http://sinfonia.vignevin.com/id/germplasm/accession.negrette_n_cl456",vocabulary:Accession,Accession,"NEGRETTE N Cl456",,456,,GO2-146100191,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.negrette_n","NEGRETTE N",,,,,,,146100191,,456,
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet-sauvignon_n_cl15",vocabulary:Accession,Accession,"CABERNET-SAUVIGNON N Cl15",,15,,GO2-111100011,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cabernet_sauvignon_n","CABERNET-SAUVIGNON N",,,,,,,111100011,,15,
"http://sinfonia.vignevin.com/id/germplasm/variety.col_1170n",vocabulary:Variety,Variété,Col-1170N,,5000Mtp430,,1170N,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,INRA-Colmar,"https://bioweb.supagro.inrae.fr/collections_vigne/Fichier.php?section=accession&code=5000Mtp430",6976,,,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.pinot_noir_n_cl829",vocabulary:Accession,Accession,"PINOT NOIR N Cl829",,829,,GO2-151106121,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.pinot_noir_n","PINOT NOIR N",,,,,,,151106121,,829,
"http://sinfonia.vignevin.com/id/germplasm/accession.saint-came_b_cl1298",vocabulary:Accession,Accession,"SAINT-CÔME B Cl1298",,1298,,GO2-242000032,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.saint_come_b","SAINT-CÔME B",,,,,,,,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl62",vocabulary:Accession,Accession,"CARIGNAN N Cl62",,62,,GO2-113500841,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.carignan_n","CARIGNAN N",,,,,,,113500841,,62,
"http://sinfonia.vignevin.com/id/germplasm/accession.aramon_n_cl401",vocabulary:Accession,Accession,"ARAMON N Cl401",,401,,GO2-105504371,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.aramon_n","ARAMON N",,,,,,,105504371,,401,
"http://sinfonia.vignevin.com/id/germplasm/accession.syrah_n_cl300",vocabulary:Accession,Accession,"SYRAH N Cl300",,300,,GO2-159100241,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.syrah_n","SYRAH N",,,,,,,159100241,,300,
"http://sinfonia.vignevin.com/id/germplasm/variety.meslier_saint_francois_b",vocabulary:Variety,Variété,"MESLIER SAINT FRANCOIS B",,397,,GO2-1381,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,,397,,1381,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.cinsaut_n",vocabulary:Variety,Variété,"CINSAUT N",,5,,GO2-1171,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/cinsaut",5,,1171,,,
"http://sinfonia.vignevin.com/id/germplasm/accession.cinsaut_n_cl322",vocabulary:Accession,Accession,"CINSAUT N Cl322",,322,,GO2-117109281,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cinsaut_n","CINSAUT N",,,,,,,117109281,,322,
"http://sinfonia.vignevin.com/id/germplasm/accession.vermentino_b_cl876",vocabulary:Accession,Accession,"VERMENTINO B Cl876",,876,,GO2-247500281,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.vermentino_b","VERMENTINO B",,,,,,,247500281,,876,
"http://sinfonia.vignevin.com/id/germplasm/variety.sereneze_n",vocabulary:Variety,Variété,"SERENEZE N",,152,,GO2-2433,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,,152,,2433,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.3566_p242_f02",vocabulary:Variety,Variété,3566-P242-F02,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,"VERMENTINO B",,3421-F02-PL5
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl1167",vocabulary:Accession,Accession,"CABERNET FRANC N Cl1167",,1167,,GO2-110103551,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.cabernet_franc_n","CABERNET FRANC N",,,,,,,110103551,,1167,
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl122",vocabulary:Accession,Accession,"CHARDONNAY B Cl122",,122,,GO2-114102332,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera","http://sinfonia.vignevin.com/id/germplasm/variety.chardonnay_b","CHARDONNAY B",,,,,,,114102332,,122,
"http://sinfonia.vignevin.com/id/germplasm/variety.counoise_n",vocabulary:Variety,Variété,"COUNOISE N",,63,,GO2-1193,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/counoise",63,,1193,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.sultanine_b",vocabulary:Variety,Variété,"SULTANINE B","Thomson seedless",1566,,GO2-755,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera","Vitis vinifera subsp. vinifera",,,,,,"https://plantgrape.plantnet-project.org/fr/cepage/sultanine",1566,,755,,,
"http://sinfonia.vignevin.com/id/germplasm/variety.3564_p241_c02",vocabulary:Variety,Variété,3564-P241-C02,,,,EDGARR,"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique","Vitis x interspécifique",,,,,,,,,,3421-F02-PL5,,"VERMENTINO B"
