"uri","rdf_type","name","species_name","code","website","CodeGO2","CodeTRUEL-VASSAL","CodeVIVC","Mere","NumAgrementOfficiel","Pere","synonyms"
"http://sinfonia.vignevin.com/id/germplasm/variety.cabernet_franc_n","vocabulary:Variety","CABERNET FRANC N","Vitis vinifera subsp. vinifera","324","https://plantgrape.plantnet-project.org/fr/cepage/cabernet%20franc","1101","324",NA,NA,NA,NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl1155","vocabulary:Accession","CABERNET FRANC N Cl1155","Vitis vinifera subsp. vinifera","1155",NA,"110102642",NA,NA,NA,"1155",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl1156","vocabulary:Accession","CABERNET FRANC N Cl1156","Vitis vinifera subsp. vinifera","1156",NA,"110103032",NA,NA,NA,"1156",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl1158","vocabulary:Accession","CABERNET FRANC N Cl1158","Vitis vinifera subsp. vinifera","1158",NA,"110103542",NA,NA,NA,"1158",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl1166","vocabulary:Accession","CABERNET FRANC N Cl1166","Vitis vinifera subsp. vinifera","1166",NA,"110103491",NA,NA,NA,"1166",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl1167","vocabulary:Accession","CABERNET FRANC N Cl1167","Vitis vinifera subsp. vinifera","1167",NA,"110103551",NA,NA,NA,"1167",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl1203","vocabulary:Accession","CABERNET FRANC N Cl1203","Vitis vinifera subsp. vinifera","1203",NA,"110102552",NA,NA,NA,"1203",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl1204","vocabulary:Accession","CABERNET FRANC N Cl1204","Vitis vinifera subsp. vinifera","1204",NA,"110102631",NA,NA,NA,"1204",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl1311","vocabulary:Accession","CABERNET FRANC N Cl1311","Vitis vinifera subsp. vinifera","1311",NA,"110103971",NA,NA,NA,"1311",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl210","vocabulary:Accession","CABERNET FRANC N Cl210","Vitis vinifera subsp. vinifera","210",NA,"110100551",NA,NA,NA,"210",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl211","vocabulary:Accession","CABERNET FRANC N Cl211","Vitis vinifera subsp. vinifera","211",NA,"110100681",NA,NA,NA,"211",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl212","vocabulary:Accession","CABERNET FRANC N Cl212","Vitis vinifera subsp. vinifera","212",NA,"110100801",NA,NA,NA,"212",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl213","vocabulary:Accession","CABERNET FRANC N Cl213","Vitis vinifera subsp. vinifera","213",NA,"110101811",NA,NA,NA,"213",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl214","vocabulary:Accession","CABERNET FRANC N Cl214","Vitis vinifera subsp. vinifera","214",NA,"110101831",NA,NA,NA,"214",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl215","vocabulary:Accession","CABERNET FRANC N Cl215","Vitis vinifera subsp. vinifera","215",NA,"110101861",NA,NA,NA,"215",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl312","vocabulary:Accession","CABERNET FRANC N Cl312","Vitis vinifera subsp. vinifera","312",NA,"110102351",NA,NA,NA,"312",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl326","vocabulary:Accession","CABERNET FRANC N Cl326","Vitis vinifera subsp. vinifera","326",NA,"110102371",NA,NA,NA,"326",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl327","vocabulary:Accession","CABERNET FRANC N Cl327","Vitis vinifera subsp. vinifera","327",NA,"110102381",NA,NA,NA,"327",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl330","vocabulary:Accession","CABERNET FRANC N Cl330","Vitis vinifera subsp. vinifera","330",NA,"110102411",NA,NA,NA,"330",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl331","vocabulary:Accession","CABERNET FRANC N Cl331","Vitis vinifera subsp. vinifera","331",NA,"110102421",NA,NA,NA,"331",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl332","vocabulary:Accession","CABERNET FRANC N Cl332","Vitis vinifera subsp. vinifera","332",NA,"110102431",NA,NA,NA,"332",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl393","vocabulary:Accession","CABERNET FRANC N Cl393","Vitis vinifera subsp. vinifera","393",NA,"110102163",NA,NA,NA,"393",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl394","vocabulary:Accession","CABERNET FRANC N Cl394","Vitis vinifera subsp. vinifera","394",NA,"110102174",NA,NA,NA,"394",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl395","vocabulary:Accession","CABERNET FRANC N Cl395","Vitis vinifera subsp. vinifera","395",NA,"110102181",NA,NA,NA,"395",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl396","vocabulary:Accession","CABERNET FRANC N Cl396","Vitis vinifera subsp. vinifera","396",NA,"110102197",NA,NA,NA,"396",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl407","vocabulary:Accession","CABERNET FRANC N Cl407","Vitis vinifera subsp. vinifera","407",NA,"110101731",NA,NA,NA,"407",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl408","vocabulary:Accession","CABERNET FRANC N Cl408","Vitis vinifera subsp. vinifera","408",NA,"110101981",NA,NA,NA,"408",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl409","vocabulary:Accession","CABERNET FRANC N Cl409","Vitis vinifera subsp. vinifera","409",NA,"1101020013",NA,NA,NA,"409",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl542","vocabulary:Accession","CABERNET FRANC N Cl542","Vitis vinifera subsp. vinifera","542",NA,"110102041",NA,NA,NA,"542",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl543","vocabulary:Accession","CABERNET FRANC N Cl543","Vitis vinifera subsp. vinifera","543",NA,"110102051",NA,NA,NA,"543",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl544","vocabulary:Accession","CABERNET FRANC N Cl544","Vitis vinifera subsp. vinifera","544",NA,"110102071",NA,NA,NA,"544",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl545","vocabulary:Accession","CABERNET FRANC N Cl545","Vitis vinifera subsp. vinifera","545",NA,"110102111",NA,NA,NA,"545",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl622","vocabulary:Accession","CABERNET FRANC N Cl622","Vitis vinifera subsp. vinifera","622",NA,"110102154",NA,NA,NA,"622",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.cabernet_franc_n_cl623","vocabulary:Accession","CABERNET FRANC N Cl623","Vitis vinifera subsp. vinifera","623",NA,"110102261",NA,NA,NA,"623",NA,NA
