"uri","rdf_type","name","species_name","code","website","CodeGO2","CodeTRUEL-VASSAL","CodeVIVC","Mere","NumAgrementOfficiel","Pere","synonyms"
"http://sinfonia.vignevin.com/id/germplasm/variety.161_49_couderc","vocabulary:Variety","161-49 COUDERC","Vitis x interspécifique","9031","https://plantgrape.plantnet-project.org/fr/porte-greffe/161-49%20Couderc","9904","9031",NA,NA,NA,NA,"161-49C"
"http://sinfonia.vignevin.com/id/germplasm/accession.161-49_couderc_cl190","vocabulary:Accession","161-49 COUDERC Cl190","Vitis x interspécifique","190",NA,"990400251",NA,NA,NA,"190",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.161-49_couderc_cl225","vocabulary:Accession","161-49 COUDERC Cl225","Vitis x interspécifique","225",NA,"9904001517",NA,NA,NA,"225",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/variety.3309_couderc","vocabulary:Variety","3309 COUDERC","Vitis x interspécifique","9043","https://plantgrape.plantnet-project.org/fr/porte-greffe/3309%20Couderc","9902","9043",NA,NA,NA,NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.3309_couderc_cl144","vocabulary:Accession","3309 COUDERC Cl144","Vitis x interspécifique","144",NA,"990200181",NA,NA,NA,"144",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.3309_couderc_cl188","vocabulary:Accession","3309 COUDERC Cl188","Vitis x interspécifique","188",NA,"990200151",NA,NA,NA,"188",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.3309_couderc_cl189","vocabulary:Accession","3309 COUDERC Cl189","Vitis x interspécifique","189",NA,"990200161",NA,NA,NA,"189",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/variety.333_em","vocabulary:Variety","333 EM","Vitis x interspécifique","9060","https://plantgrape.plantnet-project.org/fr/porte-greffe/333%20Ecole%20de%20Montpellier","9917","9060",NA,NA,NA,NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.333_em_cl1049","vocabulary:Accession","333 EM Cl1049","Vitis x interspécifique","1049",NA,"991700591",NA,NA,NA,"1049",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.333_em_cl1105","vocabulary:Accession","333 EM Cl1105","Vitis x interspécifique","1105",NA,"991700481",NA,NA,NA,"1105",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/variety.34_em","vocabulary:Variety","34 EM","Vitis x interspécifique","9055","https://plantgrape.plantnet-project.org/fr/porte-greffe/34%20Ecole%20de%20Montpellier","9927","9055",NA,NA,NA,NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.34_em_cl1032","vocabulary:Accession","34 EM Cl1032","Vitis x interspécifique","1032",NA,"992700011",NA,NA,NA,"1032",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/accession.34_em_cl1033","vocabulary:Accession","34 EM Cl1033","Vitis x interspécifique","1033",NA,"992700021",NA,NA,NA,"1033",NA,NA
"http://sinfonia.vignevin.com/id/germplasm/variety.3408_f10_pl2","vocabulary:Variety","3408-F10-PL2","Vitis x interspécifique",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://sinfonia.vignevin.com/id/germplasm/variety.3421_f02_pl5","vocabulary:Variety","3421-F02-PL5","Vitis x interspécifique",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://sinfonia.vignevin.com/id/germplasm/variety.3563_p243_a01","vocabulary:Variety","3563-P243-A01","Vitis x interspécifique",NA,NA,NA,NA,NA,"VERMENTINO B",NA,"3408-F10-PL2",NA
"http://sinfonia.vignevin.com/id/germplasm/variety.3563_p243_a03","vocabulary:Variety","3563-P243-A03","Vitis x interspécifique",NA,NA,NA,NA,NA,"VERMENTINO B",NA,"3408-F10-PL2",NA
"http://sinfonia.vignevin.com/id/germplasm/variety.3563_p243_b01","vocabulary:Variety","3563-P243-B01","Vitis x interspécifique",NA,NA,NA,NA,NA,"VERMENTINO B",NA,"3408-F10-PL2",NA
