"uri"	"rdf_type"	"rdf_type_name"	"name"	"species"	"species_name"
"http://sinfonia.vignevin.com/id/germplasm/accession.cardinal_rg_cl83"	"vocabulary:Accession"	"Accession"	"CARDINAL RG Cl83"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.cardinal_rg_cl84"	"vocabulary:Accession"	"Accession"	"CARDINAL RG Cl84"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.cardinal_rg_cl85"	"vocabulary:Accession"	"Accession"	"CARDINAL RG Cl85"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.cardinal_rg_cl86"	"vocabulary:Accession"	"Accession"	"CARDINAL RG Cl86"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.cardinal_rg_cl87"	"vocabulary:Accession"	"Accession"	"CARDINAL RG Cl87"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.carignan_blanc_b"	"vocabulary:Variety"	"Variété"	"CARIGNAN BLANC B"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_blanc_b_cl1256"	"vocabulary:Accession"	"Accession"	"CARIGNAN BLANC B Cl1256"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.carignan_gris"	"vocabulary:Variety"	"Variété"	"CARIGNAN GRIS"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_gris_cl1261"	"vocabulary:Accession"	"Accession"	"CARIGNAN GRIS Cl1261"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.carignan_n"	"vocabulary:Variety"	"Variété"	"CARIGNAN N"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl151"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl151"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl152"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl152"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl153"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl153"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl171"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl171"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl178"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl178"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl179"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl179"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl270"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl270"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl271"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl271"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl272"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl272"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl273"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl273"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl274"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl274"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl275"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl275"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl276"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl276"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl505"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl505"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl547"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl547"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl6"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl6"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl62"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl62"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl63"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl63"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl64"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl64"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl65"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl65"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl66"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl66"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl7"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl7"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl8"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl8"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl9"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl9"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carignan_n_cl90"	"vocabulary:Accession"	"Accession"	"CARIGNAN N Cl90"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.carla_n"	"vocabulary:Variety"	"Variété"	"CARLA N"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carla_n_cl972"	"vocabulary:Accession"	"Accession"	"CARLA N Cl972"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.carmenere_n"	"vocabulary:Variety"	"Variété"	"CARMENERE N"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carmenere_n_cl1059"	"vocabulary:Accession"	"Accession"	"CARMENERE N Cl1059"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.carmenere_n_cl1235"	"vocabulary:Accession"	"Accession"	"CARMENERE N Cl1235"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.carubis_n"	"vocabulary:Variety"	"Variété"	"CARUBIS N"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique"	"Vitis x interspécifique"
"http://sinfonia.vignevin.com/id/germplasm/accession.carubis_n_cl1245"	"vocabulary:Accession"	"Accession"	"CARUBIS N Cl1245"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique"	"Vitis x interspécifique"
"http://sinfonia.vignevin.com/id/germplasm/variety.castets_n"	"vocabulary:Variety"	"Variété"	"CASTETS N"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.castets_n_cl1126"	"vocabulary:Accession"	"Accession"	"CASTETS N Cl1126"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.centennial_seedless_b"	"vocabulary:Variety"	"Variété"	"CENTENNIAL SEEDLESS B"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.centennial_seedless_b_cl1087"	"vocabulary:Accession"	"Accession"	"CENTENNIAL SEEDLESS B Cl1087"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.cesar_n"	"vocabulary:Variety"	"Variété"	"CESAR N"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.cesar_n_cl1102"	"vocabulary:Accession"	"Accession"	"CESAR N Cl1102"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.chambourcin_n"	"vocabulary:Variety"	"Variété"	"CHAMBOURCIN N"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique"	"Vitis x interspécifique"
"http://sinfonia.vignevin.com/id/germplasm/accession.chambourcin_n_cl1257"	"vocabulary:Accession"	"Accession"	"CHAMBOURCIN N Cl1257"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_x_interspecifique"	"Vitis x interspécifique"
"http://sinfonia.vignevin.com/id/germplasm/variety.chardonnay_b"	"vocabulary:Variety"	"Variété"	"CHARDONNAY B"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl1066"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl1066"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl1067"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl1067"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl1068"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl1068"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl1145"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl1145"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl1146"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl1146"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl1147"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl1147"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl116"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl116"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl117"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl117"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl118"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl118"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl119"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl119"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl121"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl121"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl122"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl122"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl124"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl124"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl125"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl125"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl128"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl128"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl130"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl130"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl131"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl131"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl132"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl132"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl277"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl277"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl352"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl352"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl414"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl414"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl415"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl415"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl548"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl548"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl549"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl549"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl75"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl75"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl76"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl76"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl77"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl77"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl78"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl78"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl809"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl809"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl95"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl95"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_b_cl96"	"vocabulary:Accession"	"Accession"	"CHARDONNAY B Cl96"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.chardonnay_rose_rs"	"vocabulary:Variety"	"Variété"	"CHARDONNAY ROSE RS"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chardonnay_rose_rs_cl1284"	"vocabulary:Accession"	"Accession"	"CHARDONNAY ROSE RS Cl1284"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.chasan_b"	"vocabulary:Variety"	"Variété"	"CHASAN B"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasan_b_cl538"	"vocabulary:Accession"	"Accession"	"CHASAN B Cl538"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.chasselas_b_cuve"	"vocabulary:Variety"	"Variété"	"CHASSELAS B (cuve)"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_cuve_cl110"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (cuve) Cl110"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_cuve_cl158"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (cuve) Cl158"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_cuve_cl60"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (cuve) Cl60"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/variety.chasselas_b_table"	"vocabulary:Variety"	"Variété"	"CHASSELAS B (table)"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl1221"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl1221"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl1222"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl1222"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl1234"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl1234"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl16"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl16"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl19"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl19"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl20"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl20"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl201"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl201"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl22"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl22"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl26"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl26"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl29"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl29"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl303"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl303"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
"http://sinfonia.vignevin.com/id/germplasm/accession.chasselas_b_table_cl31"	"vocabulary:Accession"	"Accession"	"CHASSELAS B (table) Cl31"	"http://sinfonia.vignevin.com/id/germplasm/species.vitis_vinifera_subsp_vinifera"	"Vitis vinifera subsp. vinifera"
