"uri"	"rdf_type"	"rdf_type_name"	"name"	"synonyms"	"code"	"production_year"	"description"	"species"	"species_name"	"variety"	"variety_name"	"accession"	"accession_name"	"institute"	"website"	"Sexe"
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur106"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur106"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur107"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur107"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur108"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur108"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur109"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur109"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur11"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur11"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur110"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur110"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur111"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur111"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur112"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur112"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur113"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur113"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur114"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur114"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur115"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur115"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur116"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur116"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur117"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur117"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur118"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur118"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur119"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur119"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur12"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur12"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur120"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur120"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur121"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur121"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur122"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur122"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur123"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur123"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur124"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur124"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur125"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur125"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur126"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur126"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur127"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur127"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur128"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur128"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur129"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur129"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur13"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur13"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur130"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur130"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur131"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur131"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur132"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur132"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur133"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur133"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur134"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur134"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur135"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur135"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur136"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur136"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur137"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur137"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur138"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur138"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur139"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur139"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur14"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur14"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur140"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur140"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur141"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur141"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur142"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur142"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur143"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur143"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur144"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur144"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur145"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur145"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur146"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur146"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur147"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur147"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur148"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur148"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur149"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur149"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur15"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur15"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur150"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur150"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur151"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur151"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur152"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur152"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur153"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur153"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur154"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur154"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur155"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur155"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur156"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur156"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur157"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur157"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur158"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur158"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur159"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur159"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur16"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur16"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur160"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur160"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur161"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur161"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur162"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur162"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur163"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur163"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur164"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur164"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur165"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur165"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur166"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur166"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur167"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur167"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur168"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur168"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur169"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur169"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur17"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur17"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur170"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur170"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur171"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur171"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur172"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur172"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur173"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur173"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur174"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur174"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur175"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur175"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur176"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur176"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur177"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur177"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur178"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur178"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur179"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur179"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur18"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur18"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur180"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur180"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur181"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur181"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
"http://vitis-explorer.inrae.fr/id/germplasm/variety.inrae-resdur182"	"http://www.opensilex.org/vocabulary/oeso#Variety"	"Variety"	"INRAE-ResDur182"	NA	NA	NA	"variété non existante pour test"	"http://aims.fao.org/aos/agrovoc/c_8283"	"grapevine"	NA	NA	NA	NA	"INRAE"	NA	NA
