uri,name,minValue,maxValue,lwrBound,uprBound
https://cropontology.org/term/CO_356:1000101,MORPHO_OIV_353,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000102,BERRY_MAL_meq,0,NA,NA,NA
https://cropontology.org/term/CO_356:1000103,MUST_MAL_meq,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000104,WINE_MAL,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000105,MORPHO_OIV_071,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000106,MORPHO_OIV_070,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000107,MORPHO_OIV_607,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000108,MORPHO_OIV_608,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000109,MORPHO_OIV_609,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000110,MORPHO_OIV_610,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000111,MORPHO_OIV_075,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000112,MORPHO_OIV_069,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000113,MORPHO_OIV_085,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000114,MORPHO_OIV_087,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000115,MORPHO_OIV_091,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000116,MORPHO_OIV_079,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000117,MORPHO_OIV_082,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000118,MORPHO_OIV_084,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000119,MORPHO_OIV_086,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000120,MORPHO_OIV_090,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000121,MORPHO_OIV_094,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000122,MORPHO_OIV_089,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000123,MORPHO_OIV_072,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000124,MORPHO_OIV_617,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000125,MORPHO_OIV_093,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000126,MORPHO_OIV_606,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000127,MORPHO_OIV_605,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000128,MORPHO_OIV_612,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000129,MORPHO_OIV_614,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000130,MORPHO_OIV_078,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000131,MORPHO_OIV_601,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000132,MORPHO_OIV_602,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000133,MORPHO_OIV_603,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000134,MORPHO_OIV_604,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000135,MORPHO_OIV_611,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000136,MORPHO_OIV_068,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000137,MORPHO_OIV_616,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000138,MORPHO_OIV_618,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000139,MORPHO_OIV_074,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000140,MORPHO_OIV_088,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000141,MORPHO_OIV_081-2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000142,MORPHO_OIV_065,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000143,MORPHO_OIV_067,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000144,MORPHO_OIV_080,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000145,MORPHO_OIV_083-1,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000146,MORPHO_OIV_076,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000147,MORPHO_OIV_077,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000148,MORPHO_OIV_081-1,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000149,MORPHO_OIV_083-2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000150,MORPHO_OIV_073,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000151,MORPHO_OIV_613,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000152,MORPHO_OIV_615,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000153,MUST_pH_OIV_508,NA,NA,NA,NA
